일시,요일,등록기관,철도구분,사고 종류,철도사고 종류,주원인,근본원인별 그룹,근본원인별 원인,근본원인별 상세,총피해명,사망,부상(중상),경상,총 피해액(백만원),노선,노선방향,발생장소,기상상태,온도,안개유무,연도,발생장소a,발생장소b
2015-09-24,목,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,1,0,0,경의선,상행선,금릉,맑음,22.5,0,2015,금릉,
2015-09-21,월,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-차단기 돌파/우회,인적요인,공중,불법행위,0,0,0,0,0,동해남부선,상행선,입실-불국사,구름,15.3,0,2015,입실,불국사
2015-09-20,일,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,불법행위,1,1,0,0,0,동해남부선,상행선,효문-호계,구름,18.7,0,2015,효문,호계
2015-09-11,금,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-기타,인적요인,공중,자살,1,1,0,0,0,충북선,하행선,오송-청주,맑음,23,0,2015,오송,청주
2015-09-10,목,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,하행선,조치원,맑음,23,0,2015,조치원,
2015-09-07,월,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-차단기 돌파/우회,인적요인,공중,불법행위,1,0,1,0,0,장항선,상행선,익산-대야,맑음,16.6,0,2015,익산,대야
2015-08-26,수,KORAIL,고속철도,사고,안전사상사고-여객,여객(안전)-기타,인적요인,여객,기타,1,0,0,1,0,경부선,상행선,서울역,구름,23.3,0,2015,서울역,
2015-08-26,수,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경원선,상행선,망월사,구름,23,0,2015,망월사,
2015-08-23,일,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,불법행위,1,1,0,0,0,경부선,하행선,금정-군포,구름,26,0,2015,금정,군포
2015-08-23,일,KORAIL,일반철도,사고,안전사상사고-공중,공중(안전)-전기감전,인적요인,공중,불법행위,1,0,1,0,0,태백선,하행선,예미-조동,맑음,20.9,0,2015,예미,조동
2015-08-21,금,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,상행선,원동,구름,26,0,2015,원동,
2015-08-21,금,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-전기감전,인적요인,여객,부주의/오류,1,0,1,0,0,경부선,하행선,성균관대,구름,27,0,2015,성균관대,
2015-08-19,수,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 추락,인적요인,여객,부주의/오류,1,0,0,1,0,수인분당선(구.분당선),상행선,한티,구름,27,0,2015,한티,
2015-08-18,화,KORAIL,일반철도,사고,충돌-탈선-화재,상호작용불량-차량/선로간,기술적요인,차량/선로 및 구조물 I/F,기타,0,0,0,0,4,동해남부선,상행선,부전,맑음,27.6,0,2015,부전,
2015-08-13,목,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,충북선,상행선,도안-증평,구름,29.7,0,2015,도안,증평
2015-07-30,목,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)열차방호소홀,인적요인,작업자,부주의/오류,2,1,1,0,0,동해남부선,상행선,월내-남창,맑음,32.8,0,2015,월내,남창
2015-07-28,화,KORAIL,도시철도,사고,교통사상사고-직원,직원(교통)-부주의한 행동,인적요인,역무원,부주의/오류,1,0,0,1,0,경인선,,인천,구름,27.4,0,2015,인천,
2015-07-27,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,불법행위,1,0,0,1,0,일산선,하행선,원당,비,24,0,2015,원당,
2015-07-21,화,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,불법행위,2,0,2,0,0,동해남부선,상행선,동방-경주,구름,21,0,2015,동방,경주
2015-07-20,월,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,기타,1,1,0,0,0,호남선,하행선,개태사-계룡,구름,25.3,0,2015,개태사,계룡
2015-07-20,월,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,불법행위,1,0,1,0,0,동해남부선,하행선,좌천,구름,18.9,0,2015,좌천,
2015-07-14,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,중앙선,상행선,모량-건천,맑음,26.9,0,2015,모량,건천
2015-07-10,금,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,안산선,상행선,중앙-한대앞,구름,31,0,2015,중앙,한대앞
2015-07-05,일,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-승하차시 넘어짐,인적요인,여객,부주의/오류,1,0,0,1,0,경부선,하행선,신도림,맑음,27,0,2015,신도림,
2015-06-26,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,불법행위,1,1,0,0,0,충북선,상행선,도안-증평,비,18.7,0,2015,도안,증평
2015-06-21,일,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로무단통행,인적요인,여객,불법행위,1,1,0,0,0,안산선,상행선,반월-대야미,구름,19.9,0,2015,반월,대야미
2015-06-21,일,KORAIL,일반철도,사고,충돌-탈선-화재,차량-주행장치고장,기술적요인,열차차량설비,기타,0,0,0,0,212,충북선,상행선,도안-증평,맑음,16.7,0,2015,도안,증평
2015-06-21,일,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,규정위반,2,0,0,2,0,기타선,하행선,괴동-효자,비,16,0,2015,괴동,효자
2015-06-18,목,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 넘어짐,인적요인,역무원,부주의/오류,1,0,0,1,0,과천선,,선바위,맑음,24.8,0,2015,선바위,
2015-06-09,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,기타선,하행선,동해-삼화,맑음,18.1,0,2015,동해,삼화
2015-06-07,일,KORAIL,고속철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,호남선,상행선,황등-함열,맑음,27,0,2015,황등,함열
2015-06-07,일,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)전기감전,인적요인,작업자,부주의/오류,1,1,0,0,0,충북선,,도안-보천,맑음,26.2,0,2015,도안,보천
2015-06-03,수,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-부주의한 행동,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,아포,맑음,29,0,2015,아포,
2015-06-01,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,불법행위,1,0,0,1,0,수인분당선(구.분당선),상행선,한티,맑음,14.7,0,2015,한티,
2015-05-28,목,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,불법행위,1,1,0,0,0.2,동해남부선,하행선,서생,맑음,24.6,0,2015,서생,
2015-05-27,수,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,불법행위,1,1,0,0,0,경원선,하행선,의정부,맑음,24,0,2015,의정부,
2015-05-27,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,불법행위,1,1,0,0,0,중앙선,하행선,영주-문수,맑음,26,0,2015,영주,문수
2015-05-20,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,충북선,상행선,달천,구름,17.4,1,2015,달천,
2015-05-18,월,KORAIL,도시철도,사고,충돌-탈선-화재,차량-주행장치고장,기술적요인,열차차량설비,기타,0,0,0,0,43,경인선,하행선,인천,맑음,17.4,0,2015,인천,
2015-05-16,토,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)-부주의한 행동,인적요인,역무원,부주의/오류,1,0,0,1,0,전라선,상행선,동산,맑음,19.7,0,2015,동산,
2015-05-14,목,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,불법행위,1,1,0,0,18,경부선,상행선,세천-대전,맑음,21.4,0,2015,세천,대전
2015-05-14,목,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,2,1,0,1,0,안산선,상행선,한대앞-상록수,맑음,15.4,0,2015,한대앞,상록수
2015-05-13,수,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,불법행위,0,0,0,0,0,경전선,하행선,하동-옥곡,맑음,22,0,2015,하동,옥곡
2015-05-10,일,KORAIL,고속철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,불법행위,1,1,0,0,46,경부선,상행선,물금,구름,14.9,0,2015,물금,
2015-05-01,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경부선,상행선,송탄-오산,맑음,15.6,0,2015,송탄,오산
2015-04-27,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경인선,하행선,소사,맑음,18.2,0,2015,소사,
2015-04-27,월,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,기타선,상행선,사상-가야,구름,18.2,0,2015,사상,가야
2015-04-27,월,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,상행선,천안,맑음,23.2,0,2015,천안,
2015-04-25,토,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)-부주의한 행동,인적요인,역무원,부주의/오류,1,0,1,0,0,기타선,하행선,오봉,맑음,18.6,0,2015,오봉,
2015-04-17,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0.4,경부선,하행선,사상-부산진,맑음,10,0,2015,사상,부산진
2015-04-11,토,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차와 승강장사이 빠짐,인적요인,여객,부주의/오류,1,0,0,1,0,과천선,하행선,경마공원,맑음,4,0,2015,경마공원,
2015-04-08,수,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,안산선,상행선,안산,맑음,3,0,2015,안산,
2015-04-06,월,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경춘선,상행선,사릉,맑음,14.3,0,2015,사릉,
2015-04-03,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,호남선,상행선,논산-연산,비,12.4,0,2015,논산,연산
2015-03-28,토,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경원선,상행선,회기-외대앞,구름,9,0,2015,회기,외대앞
2015-03-24,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,0,1,0,0,경북선,하행선,어등-예천,맑음,7.5,0,2015,어등,예천
2015-03-20,금,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-비산/낙하물 충격,인적요인,작업자,부주의/오류,1,0,0,1,0,경부선,,서창,맑음,14.4,0,2015,서창,
2015-03-19,목,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 추락,인적요인,여객,불법행위,1,0,0,1,0,일산선,,대화,구름,10.5,0,2015,대화,
2015-03-14,토,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,1,0,0,중앙선,상행선,도농,맑음,7,0,2015,도농,
2015-03-10,화,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경부선,상행선,금정-명학,맑음,-2,0,2015,금정,명학
2015-03-10,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경전선,상행선,창원-창원중앙,맑음,-1,0,2015,창원,창원중앙
2015-03-04,수,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,1,0,0,경부선,상행선,대구,맑음,3,0,2015,대구,
2015-02-26,목,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,1,0,0,경부선,상행선,노량진,맑음,-3,0,2015,노량진,
2015-02-23,월,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,기타선,상행선,선평-별어곡,맑음,4,0,2015,선평,별어곡
2015-02-20,금,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경원선,상행선,응봉,구름,8.7,0,2015,응봉,
2015-02-18,수,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경의선,상행선,금릉-운정,구름,2,0,2015,금릉,운정
2015-02-18,수,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로근접통행,인적요인,여객,불법행위,1,0,1,0,0,경부선,상행선,안양,구름,0.5,0,2015,안양,
2015-02-15,일,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,동해남부선,하행선,효자,구름,9.4,0,2015,효자,
2015-02-15,일,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-건널목 보판이탈,인적요인,공중,부주의/오류,0,0,0,0,0,장항선,하행선,대야-익산,맑음,4,0,2015,대야,익산
2015-02-12,목,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경원선,상행선,마전-덕계,맑음,-3.6,0,2015,마전,덕계
2015-02-01,일,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-선로무단통행,인적요인,여객,규정위반,1,1,0,0,0,경부선,하행선,직산,구름,-2.2,0,2015,직산,
2015-02-01,일,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)전기감전,인적요인,작업자,부주의/오류,1,0,0,1,0,경부선,하행선,영동-황간,맑음,-7.8,0,2015,영동,황간
2015-02-01,일,KORAIL,고속철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,1,경부고속선,상행선,대전조차장-신탄진IEC,맑음,-7.8,0,2015,대전조차장,신탄진IEC
2015-01-30,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,하행선,세류,구름,1,0,2015,세류,
2015-01-29,목,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,,진위,구름,2.2,0,2015,진위,
2015-01-26,월,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)전기감전,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,대구,맑음,11,0,2015,대구,
2015-01-25,일,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)-기타,인적요인,기관사,부주의/오류,1,0,1,0,0,기타선,,수색,맑음,5.4,0,2015,수색,
2015-01-24,토,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 추락,인적요인,여객,부주의/오류,1,0,0,1,0,경원선,상행선,소요산,맑음,7.7,0,2015,소요산,
2015-01-22,목,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경부선,상행선,석수-금천구청,맑음,4,0,2015,석수,금천구청
2015-01-21,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,기타선,하행선,가천-금강,맑음,-1.2,0,2015,가천,금강
2015-01-20,화,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경인선,하행선,백운,맑음,5.7,0,2015,백운,
